# Colormap going from blue to red through black
4.622618036301031075e-01,2.743498432257360786e-01,1.000000000000000000e+00
4.584937965463748433e-01,2.721024676696646716e-01,1.000000000000000000e+00
4.547292985322708980e-01,2.698572468338855113e-01,1.000000000000000000e+00
4.509683120830969005e-01,2.676141837979614801e-01,1.000000000000000000e+00
4.472108395585395191e-01,2.653732816022237873e-01,1.000000000000000000e+00
4.434568831773424979e-01,2.631345432459288314e-01,1.000000000000000000e+00
4.397064450117860734e-01,2.608979716853439546e-01,1.000000000000000000e+00
4.359595269819444008e-01,2.586635698317610310e-01,1.000000000000000000e+00
4.322161308497309840e-01,2.564313405494313969e-01,1.000000000000000000e+00
4.284762582127095709e-01,2.542012866534277271e-01,1.000000000000000000e+00
4.247399104976589124e-01,2.519734109074181494e-01,1.000000000000000000e+00
4.210070889538939376e-01,2.497477160213577019e-01,1.000000000000000000e+00
4.172777946463140375e-01,2.475242046490894743e-01,1.000000000000000000e+00
4.135520284481867814e-01,2.453028793858520462e-01,1.000000000000000000e+00
4.098297910336319294e-01,2.430837427656929450e-01,1.000000000000000000e+00
4.061110828698148989e-01,2.408667972587736905e-01,1.000000000000000000e+00
4.023959042088174898e-01,2.386520452685784721e-01,1.000000000000000000e+00
3.986842550791835360e-01,2.364394891290058087e-01,1.000000000000000000e+00
3.949761352771190559e-01,2.342291311013449673e-01,1.000000000000000000e+00
3.912715443573286933e-01,2.320209733711380284e-01,1.000000000000000000e+00
3.875704816234786243e-01,2.298150180449068380e-01,1.000000000000000000e+00
3.838729461182563973e-01,2.276112671467590554e-01,1.000000000000000000e+00
3.801789366130229886e-01,2.254097226148473188e-01,9.937181571454857254e-01
3.764884515970228773e-01,2.232103862976919650e-01,9.825484184756055894e-01
3.728014892661416502e-01,2.210132599503495943e-01,9.714026248855484047e-01
3.691180475111792703e-01,2.188183452304268140e-01,9.602809312922649942e-01
3.654381239056293529e-01,2.166256436939273389e-01,9.491834949642407038e-01
3.617617156929173738e-01,2.144351567909293377e-01,9.381104755778673088e-01
3.580888197730958122e-01,2.122468858610819242e-01,9.270620352756671068e-01
3.544194326889463786e-01,2.100608321289131886e-01,9.160383387264424693e-01
3.507535506114768387e-01,2.078769966989399420e-01,9.050395531874371180e-01
3.470911693247698548e-01,2.056953805505696287e-01,8.940658485685896162e-01
3.434322842101505957e-01,2.035159845327884076e-01,8.831173974989745545e-01
3.397768902296439131e-01,2.013388093586185312e-01,8.721943753955184730e-01
3.361249819086771229e-01,1.991638555993375248e-01,8.612969605340965451e-01
3.324765533179950827e-01,1.969911236784457897e-01,8.504253341231100549e-01
3.288315980547313888e-01,1.948206138653737207e-01,8.395796803796578001e-01
3.251901092226046064e-01,1.926523262689106564e-01,8.287601866084161051e-01
3.215520794111870750e-01,1.904862608303412586e-01,8.179670432833476834e-01
3.179175006741880583e-01,1.883224173162801052e-01,8.072004441323757939e-01
3.142863645067009992e-01,1.861607953111846792e-01,7.964605862251472601e-01
3.106586618213632023e-01,1.840013942095270472e-01,7.857476700640436684e-01
3.070343829233480593e-01,1.818442132076166506e-01,7.750618996785786363e-01
3.034135174841425253e-01,1.796892512950417908e-01,7.644034827233505691e-01
2.997960545140230804e-01,1.775365072457232019e-01,7.537726305797173287e-01
2.961819823331653390e-01,1.753859796085487088e-01,7.431695584613714489e-01
2.925712885412948827e-01,1.732376666975717627e-01,7.325944855240090758e-01
2.889639599858028207e-01,1.710915665817482889e-01,7.220476349792912529e-01
2.853599827282243262e-01,1.689476770741864531e-01,7.115292342133106018e-01
2.817593420089838929e-01,1.668059957208826161e-01,7.010395149097915501e-01
2.781620222102984541e-01,1.646665197889135845e-01,6.905787131782619159e-01
2.745680068171226784e-01,1.625292462540569860e-01,6.801470696874509780e-01
2.709772783760128756e-01,1.603941717878030193e-01,6.697448298041847048e-01
2.673898184517751742e-01,1.582612927437264949e-01,6.593722437380628021e-01
2.638056075817555857e-01,1.561306051431794462e-01,6.490295666922267781e-01
2.602246252276154692e-01,1.540021046602644550e-01,6.387170590205387688e-01
2.566468497244241975e-01,1.518757866060478356e-01,6.284349863915207335e-01
2.530722582268958853e-01,1.497516459119638266e-01,6.181836199594182846e-01
2.495008266525640117e-01,1.476296771123641050e-01,6.079632365427841689e-01
2.459325296216940959e-01,1.455098743261576122e-01,5.977741188109968462e-01
