# Colormap going from blue to red through black
1.328125000000000000e-01,7.070312500000000000e-01,6.757812500000000000e-01
1.302083333333333426e-01,6.931678921568626972e-01,6.625306372549019107e-01
1.276041666666666574e-01,6.793045343137255054e-01,6.492800245098039325e-01
1.250000000000000000e-01,6.654411764705882026e-01,6.360294117647058432e-01
1.223958333333333287e-01,6.515778186274510109e-01,6.227787990196078649e-01
1.197916666666666713e-01,6.377144607843137081e-01,6.095281862745097756e-01
1.171875000000000000e-01,6.238511029411765163e-01,5.962775735294117974e-01
1.145833333333333426e-01,6.099877450980392135e-01,5.830269607843137081e-01
1.119791666666666713e-01,5.961243872549020217e-01,5.697763480392157298e-01
1.093750000000000000e-01,5.822610294117647189e-01,5.565257352941176405e-01
1.067708333333333426e-01,5.683976715686274161e-01,5.432751225490195512e-01
1.041666666666666713e-01,5.545343137254902244e-01,5.300245098039215730e-01
1.015625000000000000e-01,5.406709558823529216e-01,5.167738970588235947e-01
9.895833333333334259e-02,5.268075980392157298e-01,5.035232843137255054e-01
9.635416666666667129e-02,5.129442401960784270e-01,4.902726715686274161e-01
9.375000000000000000e-02,4.990808823529411797e-01,4.770220588235294379e-01
9.114583333333334259e-02,4.852175245098039325e-01,4.637714460784313486e-01
8.854166666666667129e-02,4.713541666666666852e-01,4.505208333333333703e-01
8.593750000000000000e-02,4.574908088235294379e-01,4.372702205882352811e-01
8.333333333333334259e-02,4.436274509803921906e-01,4.240196078431372473e-01
8.072916666666667129e-02,4.297640931372549433e-01,4.107689950980392135e-01
7.812500000000000000e-02,4.159007352941176405e-01,3.975183823529411797e-01
7.552083333333334259e-02,4.020373774509803932e-01,3.842677696078431460e-01
7.291666666666667129e-02,3.881740196078431460e-01,3.710171568627451122e-01
7.031250000000000000e-02,3.743106617647058987e-01,3.577665441176470784e-01
6.770833333333334259e-02,3.604473039215686514e-01,3.445159313725490446e-01
6.510416666666667129e-02,3.465839460784314041e-01,3.312653186274510109e-01
6.250000000000000000e-02,3.327205882352941568e-01,3.180147058823529216e-01
5.989583333333334259e-02,3.188572303921568540e-01,3.047640931372548878e-01
5.729166666666667129e-02,3.049938725490196068e-01,2.915134803921568540e-01
5.468750000000000000e-02,2.911305147058823595e-01,2.782628676470588203e-01
5.208333333333334259e-02,2.772671568627451122e-01,2.650122549019607865e-01
4.947916666666667129e-02,2.634037990196078649e-01,2.517616421568627527e-01
4.687500000000000000e-02,2.495404411764706176e-01,2.385110294117647189e-01
4.427083333333334259e-02,2.356770833333333703e-01,2.252604166666666852e-01
4.166666666666667129e-02,2.218137254901961231e-01,2.120098039215686514e-01
3.906250000000000000e-02,2.079503676470588758e-01,1.987591911764706176e-01
3.645833333333334259e-02,1.940870098039215730e-01,1.855085784313725839e-01
3.385416666666667129e-02,1.802236519607843812e-01,1.722579656862744946e-01
3.125000000000000000e-02,1.663602941176470784e-01,1.590073529411765163e-01
2.864583333333334259e-02,1.524969362745098866e-01,1.457567401960784270e-01
2.604166666666667129e-02,1.386335784313725839e-01,1.325061274509804488e-01
2.343750000000000000e-02,1.247702205882352811e-01,1.192555147058823595e-01
2.083333333333334259e-02,1.109068627450980893e-01,1.060049019607842702e-01
1.822916666666667129e-02,9.704350490196078649e-02,9.275428921568629193e-02
1.562500000000000000e-02,8.318014705882359472e-02,7.950367647058820264e-02
1.302083333333334259e-02,6.931678921568629193e-02,6.625306372549022438e-02
1.041666666666667129e-02,5.545343137254910015e-02,5.300245098039213509e-02
7.812500000000000000e-03,4.159007352941179736e-02,3.975183823529415683e-02
5.208333333333342585e-03,2.772671568627449457e-02,2.650122549019606755e-02
2.604166666666685170e-03,1.386335784313730279e-02,1.325061274509808928e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
